antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"DayType=Weekday, Time=Night","Congestion=Low, Weather=Normal",0.17927295132470733,0.1668268638324091,0.0995686999383857,0.5554028045092109,3.329216840443379,1.0,0.06966115569890464,1.8739954831425654,0.8524503471337493,0.40387883634909527,0.4663807842679179,0.5761206665477063
"Congestion=Severe, Weather=Normal","DayType=Weekday, Time=Afternoon",0.17998767714109673,0.1774245224892175,0.10264941466420209,0.5703135697658497,3.2144010408736423,1.0,0.07071518699349955,1.9143622410010341,0.8401093883093029,0.4029215439682693,0.4776328227843166,0.57443307325631
"DayType=Weekday, Time=Afternoon","Congestion=Severe, Weather=Normal",0.1774245224892175,0.17998767714109673,0.10264941466420209,0.5785525767467703,3.214401040873642,1.0,0.07071518699349955,1.9457049150498495,0.837491597789643,0.4029215439682693,0.48604745135550026,0.57443307325631
"Congestion=Low, DayType=Weekend",Time=Night,0.08172520024645717,0.2510659272951325,0.06434996919285274,0.7873944511459591,3.1362059345486686,1.0,0.04383155600959558,3.5226459362969385,0.7417642167769294,0.23971722365038556,0.7161224777954223,0.5218507545805382
Time=Night,"Congestion=Low, DayType=Weekend",0.2510659272951325,0.08172520024645717,0.06434996919285274,0.2563070580151173,3.136205934548668,1.0,0.04383155600959558,1.2347499188343902,0.9094837749404902,0.23971722365038556,0.19011940414298245,0.5218507545805382
Time=Evening,"Congestion=Medium, DayType=Weekday, Weather=Normal",0.25229821318545903,0.11075785582255084,0.08655576093653727,0.3430692585718472,3.097471109602292,1.0,0.05861175181625501,1.3536314988765126,0.9056498191747315,0.3130403779302968,0.26124650554454426,0.5622778424590433
"Congestion=Medium, DayType=Weekday, Weather=Normal",Time=Evening,0.11075785582255084,0.25229821318545903,0.08655576093653727,0.7814864263462393,3.0974711096022918,1.0,0.05861175181625501,3.421763574281615,0.761497857989607,0.3130403779302968,0.7077530407079788,0.5622778424590433
"DayType=Weekday, Time=Afternoon, Weather=Normal",Congestion=Severe,0.13266789895255698,0.24995686999383857,0.10264941466420209,0.7737321196358908,3.095462507811701,1.0,0.0694881618933621,3.3148457872111394,0.780492845012522,0.366637323943662,0.6983268410681257,0.5922003134168411
Congestion=Severe,"DayType=Weekday, Time=Afternoon, Weather=Normal",0.24995686999383857,0.13266789895255698,0.10264941466420209,0.41066850719779135,3.0954625078117006,1.0,0.0694881618933621,1.4717219623261113,0.9025434298846868,0.366637323943662,0.3205238315398495,0.5922003134168411
"Congestion=Medium, DayType=Weekday",Time=Evening,0.15546518792359829,0.25229821318545903,0.11753542821934689,0.7560240963855421,2.9965495468245944,1.0,0.07831183909368143,3.064654237313921,0.7889347271375001,0.4049762228260869,0.6736989159088723,0.6109416174025004
